"commit url","type","before","after","baseline result","detected result","equal to baseline","oracle index","detected index","note"
"https://github.com/refdiff-study/curl/commit/e04417d98f2cac095ea233a4a03e85d881e7ad7b","INLINE","lib/ftp.c:ftp_range(connectdata)","lib/ftp.c:ftp_do_more(connectdata, int)","FP","TN",False,27,"",""
"https://github.com/refdiff-study/darknet/commit/516f019ba6fb88de7218dd3b4eaeadb1cf676518","INLINE","src/network.c:get_network_output_size_layer(network, int)","src/network.c:get_network_output_size(network)","FP","TN",False,28,"",""
"https://github.com/refdiff-study/linux/commit/40012f96b6765e588d8ffd7508d492339f2b9212","INLINE","fs/btrfs/inode.c:btrfs_wait_and_free_delalloc_work(btrfs_delalloc_work)","fs/btrfs/inode.c:__start_delalloc_inodes(btrfs_root, int, int)","TP","TP",True,29,759,""
"https://github.com/refdiff-study/jq/commit/0c93eb3379241dc4775718a9d39f54a6c4de20d6","MOVE_FILE","jv_utf8_tables.h:jv_utf8_tables.h","src/jv_utf8_tables.h:jv_utf8_tables.h","TP","TP",True,30,792,""
"https://github.com/refdiff-study/darknet/commit/1ef829e585c86e14504e4aae9ee0085c8f6a80be","MOVE_FILE","src/lsd.c:lsd.c","examples/lsd.c:lsd.c","TP","TP",True,31,799,""
"https://github.com/refdiff-study/toxcore/commit/9bba7a0434d0967d5dd76b8afc7783ea2edad0cf","MOVE_FILE","toxav/av_test.c:av_test.c","testing/av_test.c:av_test.c","TP","TP",True,32,823,""
"https://github.com/refdiff-study/toxcore/commit/bfc3c4eaac4eec6a2e714b7483b646d8ee21efc9","MOVE_FILE","other/bootstrap_daemon/tox-bootstrapd.c:tox-bootstrapd.c","other/bootstrap_daemon/src/tox-bootstrapd.c:tox-bootstrapd.c","TP","TP",True,33,826,""
"https://github.com/refdiff-study/jq/commit/0c93eb3379241dc4775718a9d39f54a6c4de20d6","MOVE_FILE","locfile.h:locfile.h","src/locfile.h:locfile.h","TP","TP",True,34,764,""
"https://github.com/refdiff-study/jq/commit/0c93eb3379241dc4775718a9d39f54a6c4de20d6","MOVE_FILE","jv.c:jv.c","src/jv.c:jv.c","TP","TP",True,35,782,""
"https://github.com/refdiff-study/jq/commit/0c93eb3379241dc4775718a9d39f54a6c4de20d6","MOVE_FILE","compile.h:compile.h","src/compile.h:compile.h","TP","TP",True,36,762,""
"https://github.com/refdiff-study/darknet/commit/1ef829e585c86e14504e4aae9ee0085c8f6a80be","MOVE_FILE","src/coco.c:coco.c","examples/coco.c:coco.c","TP","TP",True,37,812,""
"https://github.com/refdiff-study/jq/commit/0c93eb3379241dc4775718a9d39f54a6c4de20d6","MOVE_FILE","jv_alloc.c:jv_alloc.c","src/jv_alloc.c:jv_alloc.c","TP","TP",True,38,797,""
"https://github.com/refdiff-study/jq/commit/0c93eb3379241dc4775718a9d39f54a6c4de20d6","MOVE_FILE","jv_dtoa.c:jv_dtoa.c","src/jv_dtoa.c:jv_dtoa.c","TP","TP",True,39,766,""
"https://github.com/refdiff-study/darknet/commit/fc069593f2ccc5d9026d0a65cd650dbac9ea5b3a","MOVE_FUNCTION","src/convolutional_layer.h:rescale_weights(convolutional_layer, float, float)","include/darknet.h:rescale_weights(layer, float, float)","TP","TP",True,40,706,""
"https://github.com/refdiff-study/darknet/commit/2313a8eb54d703323279c0fb9b2c9c52d26f0cf9","MOVE_FUNCTION","src/darknet.c:train_cifar10(char)","src/old.c:train_cifar10(char)","TP","TP",True,41,841,""
"https://github.com/refdiff-study/darknet/commit/809f924db2823b9e1eaf3efb9370380edc1f76ed","MOVE_FUNCTION","src/mini_blas.h:pm(int, int, float)","src/blas.h:pm(int, int, float)","TP","TP",True,42,878,""
"https://github.com/refdiff-study/obs-studio/commit/daf5a4b9f3a4ac372387a9244addc46d47a7225e","MOVE_FUNCTION","libobs/obs-internal.h:obs_source_load(obs_source_t)","libobs/obs.h:obs_source_load(obs_source_t)","TP","TP",True,43,901,""
"https://github.com/refdiff-study/swoole-src/commit/a9c87d7295d20b7314f457655cc3312b5b2c477b","MOVE_FUNCTION","swoole_postgresql_coro.c:Z_PARAM_LONG(null)","swoole_postgresql_coro.c:Z_PARAM_LONG(null)","FP","TN",False,44,"",""
"https://github.com/refdiff-study/swoole-src/commit/0be121ed76617f891e2710b82d30d3a3d5d8611e","MOVE_FUNCTION","swoole_socket_coro.c:Z_PARAM_LONG(null)","swoole_socket_coro.c:Z_PARAM_LONG(null)","FP","TN",False,45,"",""
"https://github.com/refdiff-study/darknet/commit/516f019ba6fb88de7218dd3b4eaeadb1cf676518","MOVE_FUNCTION","src/parser.c:print_softmax_cfg(FILE, softmax_layer, network, int)","src/old.c:print_softmax_cfg(FILE, softmax_layer, network, int)","TP","TP",True,46,740,""
"https://github.com/refdiff-study/emscripten/commit/2a57fd9b2d9d1ecbcf671c0e6439b93e0192d74e","MOVE_FUNCTION","system/lib/pthread/library_pthread.c:__atomic_store_8(void, uint64_t, int)","system/lib/pthread/library_pthread_asmjs.c:__atomic_store_8(void, uint64_t, int)","TP","TP",True,47,912,""
"https://github.com/refdiff-study/toxcore/commit/4bc2413c4451560e912617fd7432c4b6f141ccf7","MOVE_FUNCTION","toxav/toxav_old.h:toxav_group_send_audio(Tox, int, int16_t, int, uint8_t, int)","toxav/toxav.h:toxav_group_send_audio(Tox, int, int16_t, int, uint8_t, int)","TP","FN",False,48,"",""
"https://github.com/refdiff-study/git/commit/65b5f9483eafea0ccdea59884da4e00e0cfeee1f","MOVE_FUNCTION","cache.h:split_cmdline(char, char)","alias.h:split_cmdline(char, char)","TP","TP",True,49,932,""
"https://github.com/refdiff-study/darknet/commit/9b1774bd39d65614cdbd2d4e3815086298008911","MOVE_RENAME_FUNCTION","src/connected_layer.c:activation(double)","src/activations.c:relu_activation(double)","TP","FN",False,50,"",""
"https://github.com/refdiff-study/php-src/commit/ec5b408d815b655cda638c329439795c190ee0dc","MOVE_RENAME_FUNCTION","ext/mbstring/oniguruma/src/regenc.h:P_(null)","ext/mbstring/oniguruma/src/oniguruma.h:onigenc_strdup(OnigEncoding, OnigUChar, OnigUChar)","FP","TN",False,51,"",""
"https://github.com/refdiff-study/darknet/commit/2313a8eb54d703323279c0fb9b2c9c52d26f0cf9","MOVE_RENAME_FUNCTION","src/darknet.c:basename(char)","src/utils.c:basecfg(char)","TP","TP",True,52,845,""
"https://github.com/refdiff-study/toxcore/commit/2465f486acd90ed8395c8a83a13af09ecd024c98","MOVE_RENAME_FUNCTION","toxav/codec.c:buffer_full(PayloadBuffer)","toxcore/util.c:rb_full(RingBuffer)","TP","FN",False,53,"",""
"https://github.com/refdiff-study/redis/commit/08e1c8e820031751bd58736cc334dda1bc55cb5c","MOVE_RENAME_FUNCTION","deps/jemalloc/src/chunk.c:chunk_commit_default(void, size_t, size_t, size_t, null)","deps/jemalloc/src/extent.c:extent_commit_default(extent_hooks_t, void, size_t, size_t, size_t, null)","TP","FN",False,54,"",""
"https://github.com/refdiff-study/tmux/commit/aad4e4ddb194cba9c01b0ddd696fb7b214e1a7eb","MOVE_RENAME_FUNCTION","window-choose.c:window_choose_key(window_pane, client, session, null, mouse_event)","window-client.c:window_client_key(window_pane, client, session, null, mouse_event)","FP","TN",False,55,"",""
"https://github.com/refdiff-study/ijkplayer/commit/c504b6c753604ab25f78634ec486be13d8aedaae","MOVE_RENAME_FUNCTION","ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.h:J4AC_tv_danmaku_ijk_media_player_misc_IIjkIOHttp__read(JNIEnv, jobject, jbyteArray, jint)","ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.h:J4AC_tv_danmaku_ijk_media_player_misc_IAndroidIO__read(JNIEnv, jobject, jbyteArray, jint)","TP","FN",False,56,"",""
"https://github.com/refdiff-study/curl/commit/e04417d98f2cac095ea233a4a03e85d881e7ad7b","MOVE_RENAME_FUNCTION","lib/file.c:file_range(connectdata)","lib/curl_range.c:Curl_range(connectdata)","TP","TP",True,57,733,""
"https://github.com/refdiff-study/jq/commit/0d414471bb41f41373754c680ecc7f955a9ec2ad","MOVE_RENAME_FUNCTION","main.c:input_state_next_input(jq_state, void)","util.c:jq_util_input_next_input(jq_util_input_state)","TP","TP",True,58,998,""
"https://github.com/refdiff-study/darknet/commit/8c5364f58569eaeb5582a4915b36b24fc5570c76","MOVE_RENAME_FUNCTION","src/swag.c:validate_swag_recall(char, char)","src/yolo.c:validate_yolo_recall(char, char)","TP","TP",True,59,558,""
"https://github.com/refdiff-study/toxcore/commit/c50781a2b7d0ab56acb31b8f79df2e69f9f74b8b","RENAME_FILE","other/bootstrap_daemon/src/logger.c:logger.c","other/bootstrap_daemon/src/log.c:log.c","TP","TP",True,60,1001,""
"https://github.com/refdiff-study/emscripten/commit/b5313f6504c6b34f283fbd2d3a1d18561d0e9fce","RENAME_FILE","system/include/libcxx/support/win32/limits_win32.h:limits_win32.h","system/include/libcxx/support/win32/limits_msvc_win32.h:limits_msvc_win32.h","TP","TP",True,61,1018,""
"https://github.com/refdiff-study/git/commit/e233bef43e4a73ec183eb927ab4803aefc77bab9","RENAME_FILE","unicode_width.h:unicode_width.h","unicode-width.h:unicode-width.h","TP","TP",True,62,1021,""
"https://github.com/refdiff-study/ijkplayer/commit/c504b6c753604ab25f78634ec486be13d8aedaae","RENAME_FILE","ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IIjkIOHttp.c:IIjkIOHttp.c","ijkmedia/ijkj4a/j4a/class/tv/danmaku/ijk/media/player/misc/IAndroidIO.c:IAndroidIO.c","TP","TP",True,63,985,""
"https://github.com/refdiff-study/darknet/commit/afb8b4f98bab53e85f2e5a3e7b3d11f0c9207ec7","RENAME_FILE","src/coco_demo.c:coco_demo.c","src/demo.c:demo.c","TP","TP",True,64,1022,""
"https://github.com/refdiff-study/git/commit/d807c4a01db2b06db047fc6d5d18ac25c8f05bd7","RENAME_FILE","exec_cmd.c:exec_cmd.c","exec-cmd.c:exec-cmd.c","TP","TP",True,65,1028,""
"https://github.com/refdiff-study/redis/commit/08e1c8e820031751bd58736cc334dda1bc55cb5c","RENAME_FILE","deps/jemalloc/src/util.c:util.c","deps/jemalloc/src/malloc_io.c:malloc_io.c","TP","TP",True,66,441,""
"https://github.com/refdiff-study/git/commit/fc1395f4a491a7da46a446233531005634eb979d","RENAME_FILE","sha1_file.c:sha1_file.c","sha1-file.c:sha1-file.c","TP","TP",True,67,1030,""
"https://github.com/refdiff-study/swoole-src/commit/f733c9a32045d115ba65b24d5b9c430a993706b6","RENAME_FILE","swoole_postgresql_core.h:swoole_postgresql_core.h","swoole_postgresql_coro.h:swoole_postgresql_coro.h","TP","TP",True,68,1031,""
"https://github.com/refdiff-study/toxcore/commit/edbfca5474b59b865e383e0dae934ba293d9dc7d","RENAME_FILE","toxav/bwcontroler.c:bwcontroler.c","toxav/bwcontroller.c:bwcontroller.c","TP","TP",True,69,1040,""
"https://github.com/refdiff-study/swoole-src/commit/27958d8982464e3a9f112f532af4b405c34aaffc","RENAME_FUNCTION","src/network/Server.c:swServer_call_hook_func(swServer, swServer_hook_type)","src/network/Server.c:swServer_call_hook(swServer, swServer_hook_type, void)","TP","FN",False,70,"",""
"https://github.com/refdiff-study/toxcore/commit/8286c2c22fc110dcc58c981eb39dd7bf46ae8aa9","RENAME_FUNCTION","toxcore/tox.c:tox_save_size(Tox)","toxcore/tox.c:tox_get_savedata_size(Tox)","TP","FN",False,71,"",""
"https://github.com/refdiff-study/git/commit/226c0ddd0d63dd6c8dde497c755af2ad1f02e0c1","RENAME_FUNCTION","exec_cmd.c:git_extract_argv0_path(char)","exec_cmd.c:git_resolve_executable_dir(char)","TP","FN",False,72,"",""
"https://github.com/refdiff-study/darknet/commit/c53e03348c65462bcba33f6352087dd6b9268e8f","RENAME_FUNCTION","src/yoloplus.c:train_yoloplus(char, char)","src/swag.c:train_swag(char, char)","TP","TP",True,73,1066,""
"https://github.com/refdiff-study/linux/commit/267d2e18a281c965229a3c3ccce51c471f9c4f8a","RENAME_FUNCTION","arch/nds32/kernel/dma.c:nds32_dma_free(device, size_t, void, dma_addr_t, null)","arch/nds32/kernel/dma.c:arch_dma_free(device, size_t, void, dma_addr_t, null)","TP","FN",False,74,"",""
"https://github.com/refdiff-study/toxcore/commit/2465f486acd90ed8395c8a83a13af09ecd024c98","RENAME_FUNCTION","toxav/rtp.c:extract_header(uint8_t, int)","toxav/rtp.c:parse_header_in(uint8_t, int)","TP","TP",True,75,964,""
"https://github.com/refdiff-study/redis/commit/3fce4301ec54e173c811a8e08c320d9ef86c4de2","RENAME_FUNCTION","src/redis-cli.c:clusterManagerShowInfo(void)","src/redis-cli.c:clusterManagerShowClusterInfo(void)","TP","FN",False,76,"",""
"https://github.com/refdiff-study/jq/commit/6366cfd7a4275a25e128cc55f4c24a4079bc7005","RENAME_FUNCTION","libm.h:LIBM_DD(null)","libm.h:LIBM_DD_NO(null)","FP","TN",False,77,"",""
"https://github.com/refdiff-study/linux/commit/4bac2bcd839605baf22e4c8b29e4e52156883e45","RENAME_FUNCTION","net/nfc/llcp_sock.c:llcp_sock_poll(file, socket, poll_table)","net/nfc/llcp_sock.c:llcp_sock_poll_mask(socket, __poll_t)","TP","TP",True,78,1075,""
"https://github.com/refdiff-study/jq/commit/ae7f8d6ab9d29bd72f462fdafa4d7a9270706d3b","RENAME_FUNCTION","linker.c:name2relpath(jv)","linker.c:validate_relpath(jv)","TP","TP",True,79,1077,""
