"commit url","type","before","after","baseline result","detected result","equal to baseline","oracle index","detected index","note"
"https://github.com/angular/angular.js/commit/097947fd3bd280fcf621e36154a9d4f82896ff01","RENAME","","","","FN",False,40,"",""
"","EXTRACT","{Function d3_geo_circleClipPolygon at d3.js}","{Function d3_geo_circleClipSort at d3.js})","","FP",False,"",28,""
"https://github.com/d3/d3/commit/0a39765f3cbcb940e6fb354cec010a7ffeba9289","EXTRACT","{Function d3_geo_circleClipPolygon at d3.js}","{Function d3_geo_circleLinkCircular at d3.js})","","TP",False,24,23,""
"","EXTRACT","{Function d3_geo_circleClipPolygon at src/geo/circle.js}","{Function d3_geo_circleClipSort at src/geo/circle.js})","","FP",False,"",29,""
"","EXTRACT","{Function d3_geo_circleClipPolygon at src/geo/circle.js}","{Function d3_geo_circleLinkCircular at src/geo/circle.js})","","FP",False,"",30,""
"","EXTRACT_MOVE","{Function d3_geo_circleClipPolygon at d3.js}","{Function d3_geo_circleClipSort at src/geo/circle.js})","","FP",False,"",25,""
"","EXTRACT_MOVE","{Function d3_geo_circleClipPolygon at d3.js}","{Function d3_geo_circleLinkCircular at src/geo/circle.js})","","FP",False,"",24,""
"","EXTRACT_MOVE","{Function d3_geo_circleClipPolygon at src/geo/circle.js}","{Function d3_geo_circleClipSort at d3.js})","","FP",False,"",27,""
"","EXTRACT_MOVE","{Function d3_geo_circleClipPolygon at src/geo/circle.js}","{Function d3_geo_circleLinkCircular at d3.js})","","FP",False,"",26,""
"https://github.com/facebook/react-native/commit/1d6ce2311f6a51821b33c5473414d70c8bd34425","RENAME","","","","FN",False,34,"",""
"https://github.com/facebook/react/commit/24a83a5eeb1ccf4da1bdd97166d6c7c94d821bd8","EXTRACT","{Function commitAllWork at src/renderers/shared/fiber/ReactFiberScheduler.js}","{Function commitAllHostEffects at src/renderers/shared/fiber/ReactFiberScheduler.js})","","TP",False,18,18,""
"","EXTRACT","{Function commitAllWork at src/renderers/shared/fiber/ReactFiberScheduler.js}","{Function commitAllLifeCycles at src/renderers/shared/fiber/ReactFiberScheduler.js})","","FP",False,"",19,""
"https://github.com/meteor/meteor/commit/25bddd9a23dda6b309804e052232b09637250f42","RENAME","{File html5-tokenizer.js at packages/html5-tokenizer/html5-tokenizer.js}","{File html5_tokenizer.js at packages/html5-tokenizer/html5_tokenizer.js})","","TP",False,45,63,""
"","MOVE","{Function cssMatcher at test/testabilityPatch.js}","{Function cssMatcher at test/matchers.js})","","FP",False,"",13,""
"https://github.com/angular/angular.js/commit/2636105c5e363f14cda890f19ac9c3bc57556dd2","MOVE","","","","FN",False,8,"",""
"","EXTRACT","{Function tickRange at d3.js}","{Function d3_scaleExtent at d3.js})","","FP",False,"",33,""
"https://github.com/d3/d3/commit/2eba0320407442e85be97b2cd84398fb6c626fe3","EXTRACT","","","","FN",False,25,"",""
"","EXTRACT","{Function bO at d3.min.js}","{Function bS at d3.min.js})","","FP",False,"",31,""
"","EXTRACT","{Function bP at d3.min.js}","{Function bS at d3.min.js})","","FP",False,"",38,""
"","EXTRACT_MOVE","{Function tickRange at d3.js}","{Function d3_scaleExtent at src/scale/scale.js})","","FP",False,"",37,""
"","EXTRACT_MOVE","{Function tickRange at src/scale/linear.js}","{Function d3_scaleExtent at d3.js})","","FP",False,"",36,""
"","EXTRACT_MOVE","{Function tickRange at src/scale/linear.js}","{Function d3_scaleExtent at src/scale/scale.js})","","FP",False,"",35,""
"","RENAME","{Function tickRange at d3.js}","{Function d3_scale_linearTickRange at d3.js})","","FP",False,"",32,""
"","RENAME","{Function tickRange at src/scale/linear.js}","{Function d3_scale_linearTickRange at src/scale/linear.js})","","FP",False,"",34,""
"","MOVE","{File ReactDOMFiberComponent.js at packages/react-dom/src/ReactDOMFiberComponent.js}","{File ReactDOMFiberComponent.js at packages/react-dom/src/client/ReactDOMFiberComponent.js})","","FP",False,"",196,""
"","MOVE","{File ReactDOMNodeStreamRenderer.js at packages/react-dom/src/ReactDOMNodeStreamRenderer.js}","{File ReactDOMNodeStreamRenderer.js at packages/react-dom/src/server/ReactDOMNodeStreamRenderer.js})","","FP",False,"",107,""
"","MOVE","{File ReactDOMStringRenderer.js at packages/react-dom/src/ReactDOMStringRenderer.js}","{File ReactDOMStringRenderer.js at packages/react-dom/src/server/ReactDOMStringRenderer.js})","","FP",False,"",158,""
"","MOVE","{File DOMMarkupOperations.js at packages/react-dom/src/shared/DOMMarkupOperations.js}","{File DOMMarkupOperations.js at packages/react-dom/src/server/DOMMarkupOperations.js})","","FP",False,"",140,""
"","MOVE","{File DOMPropertyOperations.js at packages/react-dom/src/shared/DOMPropertyOperations.js}","{File DOMPropertyOperations.js at packages/react-dom/src/client/DOMPropertyOperations.js})","","FP",False,"",164,""
"","MOVE","{File ReactBrowserEventEmitter.js at packages/react-dom/src/shared/ReactBrowserEventEmitter.js}","{File ReactBrowserEventEmitter.js at packages/react-dom/src/client/ReactBrowserEventEmitter.js})","","FP",False,"",136,""
"","MOVE","{File ReactDOMClientInjection.js at packages/react-dom/src/shared/ReactDOMClientInjection.js}","{File ReactDOMClientInjection.js at packages/react-dom/src/client/ReactDOMClientInjection.js})","","FP",False,"",155,""
"","MOVE","{File ReactDOMComponentTree.js at packages/react-dom/src/shared/ReactDOMComponentTree.js}","{File ReactDOMComponentTree.js at packages/react-dom/src/client/ReactDOMComponentTree.js})","","FP",False,"",141,""
"","MOVE","{File ReactDOMEventListener.js at packages/react-dom/src/shared/ReactDOMEventListener.js}","{File ReactDOMEventListener.js at packages/react-dom/src/client/ReactDOMEventListener.js})","","FP",False,"",200,""
"","MOVE","{File ReactDOMSelection.js at packages/react-dom/src/shared/ReactDOMSelection.js}","{File ReactDOMSelection.js at packages/react-dom/src/client/ReactDOMSelection.js})","","FP",False,"",139,""
"","MOVE","{File ReactInputSelection.js at packages/react-dom/src/shared/ReactInputSelection.js}","{File ReactInputSelection.js at packages/react-dom/src/client/ReactInputSelection.js})","","FP",False,"",137,""
"https://github.com/facebook/react/commit/313611572b6567d229367ed20ff63d1bca8610bb","MOVE","{File CSSPropertyOperations-test.js at packages/react-dom/src/shared/__tests__/CSSPropertyOperations-test.js}","{File CSSPropertyOperations-test.js at packages/react-dom/src/__tests__/CSSPropertyOperations-test.js})","","TP",False,55,186,""
"","MOVE","{File DOMPropertyOperations-test.js at packages/react-dom/src/shared/__tests__/DOMPropertyOperations-test.js}","{File DOMPropertyOperations-test.js at packages/react-dom/src/__tests__/DOMPropertyOperations-test.js})","","FP",False,"",121,""
"","MOVE","{File ReactBrowserEventEmitter-test.js at packages/react-dom/src/shared/__tests__/ReactBrowserEventEmitter-test.js}","{File ReactBrowserEventEmitter-test.js at packages/react-dom/src/__tests__/ReactBrowserEventEmitter-test.js})","","FP",False,"",174,""
"","MOVE","{File ReactDOM-test.js at packages/react-dom/src/shared/__tests__/ReactDOM-test.js}","{File ReactDOM-test.js at packages/react-dom/src/__tests__/ReactDOM-test.js})","","FP",False,"",92,""
"","MOVE","{File ReactDOMAttribute-test.js at packages/react-dom/src/shared/__tests__/ReactDOMAttribute-test.js}","{File ReactDOMAttribute-test.js at packages/react-dom/src/__tests__/ReactDOMAttribute-test.js})","","FP",False,"",185,""
"","MOVE","{File ReactDOMComponent-test.js at packages/react-dom/src/shared/__tests__/ReactDOMComponent-test.js}","{File ReactDOMComponent-test.js at packages/react-dom/src/__tests__/ReactDOMComponent-test.js})","","FP",False,"",109,""
"","MOVE","{File ReactDOMComponentTree-test.js at packages/react-dom/src/shared/__tests__/ReactDOMComponentTree-test.js}","{File ReactDOMComponentTree-test.js at packages/react-dom/src/__tests__/ReactDOMComponentTree-test.js})","","FP",False,"",199,""
"","MOVE","{File ReactDOMEventListener-test.js at packages/react-dom/src/shared/__tests__/ReactDOMEventListener-test.js}","{File ReactDOMEventListener-test.js at packages/react-dom/src/__tests__/ReactDOMEventListener-test.js})","","FP",False,"",178,""
"","MOVE","{File ReactDOMInvalidARIAHook-test.js at packages/react-dom/src/shared/__tests__/ReactDOMInvalidARIAHook-test.js}","{File ReactDOMInvalidARIAHook-test.js at packages/react-dom/src/__tests__/ReactDOMInvalidARIAHook-test.js})","","FP",False,"",147,""
"","MOVE","{File ReactDOMRoot-test.js at packages/react-dom/src/shared/__tests__/ReactDOMRoot-test.js}","{File ReactDOMRoot-test.js at packages/react-dom/src/__tests__/ReactDOMRoot-test.js})","","FP",False,"",198,""
"","MOVE","{File ReactDOMSVG-test.js at packages/react-dom/src/shared/__tests__/ReactDOMSVG-test.js}","{File ReactDOMSVG-test.js at packages/react-dom/src/__tests__/ReactDOMSVG-test.js})","","FP",False,"",194,""
"","MOVE","{File ReactDOMSelection-test.js at packages/react-dom/src/shared/__tests__/ReactDOMSelection-test.js}","{File ReactDOMSelection-test.js at packages/react-dom/src/__tests__/ReactDOMSelection-test.js})","","FP",False,"",181,""
"","MOVE","{File ReactDOMServerIntegration-test.js at packages/react-dom/src/shared/__tests__/ReactDOMServerIntegration-test.js}","{File ReactDOMServerIntegration-test.js at packages/react-dom/src/__tests__/ReactDOMServerIntegration-test.js})","","FP",False,"",169,""
"","MOVE","{File ReactDOMTextComponent-test.js at packages/react-dom/src/shared/__tests__/ReactDOMTextComponent-test.js}","{File ReactDOMTextComponent-test.js at packages/react-dom/src/__tests__/ReactDOMTextComponent-test.js})","","FP",False,"",142,""
"","MOVE","{File ReactEventIndependence-test.js at packages/react-dom/src/shared/__tests__/ReactEventIndependence-test.js}","{File ReactEventIndependence-test.js at packages/react-dom/src/__tests__/ReactEventIndependence-test.js})","","FP",False,"",173,""
"","MOVE","{File ReactMount-test.js at packages/react-dom/src/shared/__tests__/ReactMount-test.js}","{File ReactMount-test.js at packages/react-dom/src/__tests__/ReactMount-test.js})","","FP",False,"",180,""
"","MOVE","{File ReactMountDestruction-test.js at packages/react-dom/src/shared/__tests__/ReactMountDestruction-test.js}","{File ReactMountDestruction-test.js at packages/react-dom/src/__tests__/ReactMountDestruction-test.js})","","FP",False,"",127,""
"","MOVE","{File ReactRenderDocument-test.js at packages/react-dom/src/shared/__tests__/ReactRenderDocument-test.js}","{File ReactRenderDocument-test.js at packages/react-dom/src/__tests__/ReactRenderDocument-test.js})","","FP",False,"",168,""
"","MOVE","{File ReactServerRendering-test.js at packages/react-dom/src/shared/__tests__/ReactServerRendering-test.js}","{File ReactServerRendering-test.js at packages/react-dom/src/__tests__/ReactServerRendering-test.js})","","FP",False,"",102,""
"","MOVE","{File ReactServerRenderingBrowser-test.js at packages/react-dom/src/shared/__tests__/ReactServerRenderingBrowser-test.js}","{File ReactServerRenderingBrowser-test.js at packages/react-dom/src/__tests__/ReactServerRenderingBrowser-test.js})","","FP",False,"",129,""
"","MOVE","{File escapeTextContentForBrowser-test.js at packages/react-dom/src/shared/__tests__/escapeTextContentForBrowser-test.js}","{File escapeTextContentForBrowser-test.js at packages/react-dom/src/__tests__/escapeTextContentForBrowser-test.js})","","FP",False,"",100,""
"","MOVE","{File findDOMNode-test.js at packages/react-dom/src/shared/__tests__/findDOMNode-test.js}","{File findDOMNode-test.js at packages/react-dom/src/__tests__/findDOMNode-test.js})","","FP",False,"",120,""
"","MOVE","{File inputValueTracking-test.js at packages/react-dom/src/shared/__tests__/inputValueTracking-test.js}","{File inputValueTracking-test.js at packages/react-dom/src/__tests__/inputValueTracking-test.js})","","FP",False,"",190,""
"","MOVE","{File quoteAttributeValueForBrowser-test.js at packages/react-dom/src/shared/__tests__/quoteAttributeValueForBrowser-test.js}","{File quoteAttributeValueForBrowser-test.js at packages/react-dom/src/__tests__/quoteAttributeValueForBrowser-test.js})","","FP",False,"",135,""
"","MOVE","{File renderSubtreeIntoContainer-test.js at packages/react-dom/src/shared/__tests__/renderSubtreeIntoContainer-test.js}","{File renderSubtreeIntoContainer-test.js at packages/react-dom/src/__tests__/renderSubtreeIntoContainer-test.js})","","FP",False,"",172,""
"","MOVE","{File validateDOMNesting-test.js at packages/react-dom/src/shared/__tests__/validateDOMNesting-test.js}","{File validateDOMNesting-test.js at packages/react-dom/src/__tests__/validateDOMNesting-test.js})","","FP",False,"",171,""
"","MOVE","{File checkReact.js at packages/react-dom/src/shared/checkReact.js}","{File checkReact.js at packages/react-dom/src/shared/utils/checkReact.js})","","FP",False,"",118,""
"","MOVE","{File createMicrosoftUnsafeLocalFunction.js at packages/react-dom/src/shared/createMicrosoftUnsafeLocalFunction.js}","{File createMicrosoftUnsafeLocalFunction.js at packages/react-dom/src/shared/utils/createMicrosoftUnsafeLocalFunction.js})","","FP",False,"",149,""
"","MOVE","{File dangerousStyleValue.js at packages/react-dom/src/shared/dangerousStyleValue.js}","{File dangerousStyleValue.js at packages/react-dom/src/shared/utils/dangerousStyleValue.js})","","FP",False,"",99,""
"","MOVE","{File escapeTextContentForBrowser.js at packages/react-dom/src/shared/escapeTextContentForBrowser.js}","{File escapeTextContentForBrowser.js at packages/react-dom/src/shared/utils/escapeTextContentForBrowser.js})","","FP",False,"",195,""
"","MOVE","{File BeforeInputEventPlugin.js at packages/react-dom/src/shared/eventPlugins/BeforeInputEventPlugin.js}","{File BeforeInputEventPlugin.js at packages/react-dom/src/client/eventPlugins/BeforeInputEventPlugin.js})","","FP",False,"",182,""
"","MOVE","{File ChangeEventPlugin.js at packages/react-dom/src/shared/eventPlugins/ChangeEventPlugin.js}","{File ChangeEventPlugin.js at packages/react-dom/src/client/eventPlugins/ChangeEventPlugin.js})","","FP",False,"",197,""
"","MOVE","{File DOMEventPluginOrder.js at packages/react-dom/src/shared/eventPlugins/DOMEventPluginOrder.js}","{File DOMEventPluginOrder.js at packages/react-dom/src/client/eventPlugins/DOMEventPluginOrder.js})","","FP",False,"",97,""
"","MOVE","{File EnterLeaveEventPlugin.js at packages/react-dom/src/shared/eventPlugins/EnterLeaveEventPlugin.js}","{File EnterLeaveEventPlugin.js at packages/react-dom/src/client/eventPlugins/EnterLeaveEventPlugin.js})","","FP",False,"",162,""
"","MOVE","{File FallbackCompositionState.js at packages/react-dom/src/shared/eventPlugins/FallbackCompositionState.js}","{File FallbackCompositionState.js at packages/react-dom/src/client/eventPlugins/FallbackCompositionState.js})","","FP",False,"",91,""
"","MOVE","{File SelectEventPlugin.js at packages/react-dom/src/shared/eventPlugins/SelectEventPlugin.js}","{File SelectEventPlugin.js at packages/react-dom/src/client/eventPlugins/SelectEventPlugin.js})","","FP",False,"",156,""
"","MOVE","{File SimpleEventPlugin.js at packages/react-dom/src/shared/eventPlugins/SimpleEventPlugin.js}","{File SimpleEventPlugin.js at packages/react-dom/src/client/eventPlugins/SimpleEventPlugin.js})","","FP",False,"",166,""
"","MOVE","{File TapEventPlugin.js at packages/react-dom/src/shared/eventPlugins/TapEventPlugin.js}","{File TapEventPlugin.js at packages/react-dom/src/client/eventPlugins/TapEventPlugin.js})","","FP",False,"",175,""
"","MOVE","{File BeforeInputEventPlugin-test.js at packages/react-dom/src/shared/eventPlugins/__tests__/BeforeInputEventPlugin-test.js}","{File BeforeInputEventPlugin-test.js at packages/react-dom/src/client/eventPlugins/__tests__/BeforeInputEventPlugin-test.js})","","FP",False,"",123,""
"","MOVE","{File ChangeEventPlugin-test.js at packages/react-dom/src/shared/eventPlugins/__tests__/ChangeEventPlugin-test.js}","{File ChangeEventPlugin-test.js at packages/react-dom/src/client/eventPlugins/__tests__/ChangeEventPlugin-test.js})","","FP",False,"",161,""
"","MOVE","{File EnterLeaveEventPlugin-test.js at packages/react-dom/src/shared/eventPlugins/__tests__/EnterLeaveEventPlugin-test.js}","{File EnterLeaveEventPlugin-test.js at packages/react-dom/src/client/eventPlugins/__tests__/EnterLeaveEventPlugin-test.js})","","FP",False,"",119,""
"","MOVE","{File FallbackCompositionState-test.js at packages/react-dom/src/shared/eventPlugins/__tests__/FallbackCompositionState-test.js}","{File FallbackCompositionState-test.js at packages/react-dom/src/client/eventPlugins/__tests__/FallbackCompositionState-test.js})","","FP",False,"",167,""
"","MOVE","{File SelectEventPlugin-test.js at packages/react-dom/src/shared/eventPlugins/__tests__/SelectEventPlugin-test.js}","{File SelectEventPlugin-test.js at packages/react-dom/src/client/eventPlugins/__tests__/SelectEventPlugin-test.js})","","FP",False,"",125,""
"","MOVE","{File SimpleEventPlugin-test.js at packages/react-dom/src/shared/eventPlugins/__tests__/SimpleEventPlugin-test.js}","{File SimpleEventPlugin-test.js at packages/react-dom/src/client/eventPlugins/__tests__/SimpleEventPlugin-test.js})","","FP",False,"",101,""
"","MOVE","{File inputValueTracking.js at packages/react-dom/src/shared/inputValueTracking.js}","{File inputValueTracking.js at packages/react-dom/src/client/utils/inputValueTracking.js})","","FP",False,"",103,""
"","MOVE","{File quoteAttributeValueForBrowser.js at packages/react-dom/src/shared/quoteAttributeValueForBrowser.js}","{File quoteAttributeValueForBrowser.js at packages/react-dom/src/shared/utils/quoteAttributeValueForBrowser.js})","","FP",False,"",153,""
"","MOVE","{File setInnerHTML.js at packages/react-dom/src/shared/setInnerHTML.js}","{File setInnerHTML.js at packages/react-dom/src/client/utils/setInnerHTML.js})","","FP",False,"",126,""
"","MOVE","{File setTextContent.js at packages/react-dom/src/shared/setTextContent.js}","{File setTextContent.js at packages/react-dom/src/client/utils/setTextContent.js})","","FP",False,"",132,""
"","MOVE","{File SyntheticAnimationEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticAnimationEvent.js}","{File SyntheticAnimationEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticAnimationEvent.js})","","FP",False,"",104,""
"","MOVE","{File SyntheticClipboardEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticClipboardEvent.js}","{File SyntheticClipboardEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticClipboardEvent.js})","","FP",False,"",93,""
"","MOVE","{File SyntheticCompositionEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticCompositionEvent.js}","{File SyntheticCompositionEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticCompositionEvent.js})","","FP",False,"",138,""
"","MOVE","{File SyntheticDragEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticDragEvent.js}","{File SyntheticDragEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticDragEvent.js})","","FP",False,"",110,""
"","MOVE","{File SyntheticFocusEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticFocusEvent.js}","{File SyntheticFocusEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticFocusEvent.js})","","FP",False,"",96,""
"","MOVE","{File SyntheticInputEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticInputEvent.js}","{File SyntheticInputEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticInputEvent.js})","","FP",False,"",115,""
"","MOVE","{File SyntheticKeyboardEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticKeyboardEvent.js}","{File SyntheticKeyboardEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticKeyboardEvent.js})","","FP",False,"",148,""
"","MOVE","{File SyntheticMouseEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticMouseEvent.js}","{File SyntheticMouseEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticMouseEvent.js})","","FP",False,"",124,""
"","MOVE","{File SyntheticTouchEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticTouchEvent.js}","{File SyntheticTouchEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticTouchEvent.js})","","FP",False,"",106,""
"","MOVE","{File SyntheticTransitionEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticTransitionEvent.js}","{File SyntheticTransitionEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticTransitionEvent.js})","","FP",False,"",157,""
"","MOVE","{File SyntheticUIEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticUIEvent.js}","{File SyntheticUIEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticUIEvent.js})","","FP",False,"",122,""
"","MOVE","{File SyntheticWheelEvent.js at packages/react-dom/src/shared/syntheticEvents/SyntheticWheelEvent.js}","{File SyntheticWheelEvent.js at packages/react-dom/src/client/syntheticEvents/SyntheticWheelEvent.js})","","FP",False,"",113,""
"","MOVE","{File SyntheticClipboardEvent-test.js at packages/react-dom/src/shared/syntheticEvents/__tests__/SyntheticClipboardEvent-test.js}","{File SyntheticClipboardEvent-test.js at packages/react-dom/src/client/syntheticEvents/__tests__/SyntheticClipboardEvent-test.js})","","FP",False,"",116,""
"","MOVE","{File SyntheticEvent-test.js at packages/react-dom/src/shared/syntheticEvents/__tests__/SyntheticEvent-test.js}","{File SyntheticEvent-test.js at packages/react-dom/src/client/syntheticEvents/__tests__/SyntheticEvent-test.js})","","FP",False,"",159,""
"","MOVE","{File SyntheticKeyboardEvent-test.js at packages/react-dom/src/shared/syntheticEvents/__tests__/SyntheticKeyboardEvent-test.js}","{File SyntheticKeyboardEvent-test.js at packages/react-dom/src/client/syntheticEvents/__tests__/SyntheticKeyboardEvent-test.js})","","FP",False,"",151,""
"","MOVE","{File SyntheticWheelEvent-test.js at packages/react-dom/src/shared/syntheticEvents/__tests__/SyntheticWheelEvent-test.js}","{File SyntheticWheelEvent-test.js at packages/react-dom/src/client/syntheticEvents/__tests__/SyntheticWheelEvent-test.js})","","FP",False,"",144,""
"","MOVE","{File getEventCharCode-test.js at packages/react-dom/src/shared/utils/__tests__/getEventCharCode-test.js}","{File getEventCharCode-test.js at packages/react-dom/src/client/utils/__tests__/getEventCharCode-test.js})","","FP",False,"",152,""
"","MOVE","{File getEventKey-test.js at packages/react-dom/src/shared/utils/__tests__/getEventKey-test.js}","{File getEventKey-test.js at packages/react-dom/src/client/utils/__tests__/getEventKey-test.js})","","FP",False,"",117,""
"","MOVE","{File getNodeForCharacterOffset-test.js at packages/react-dom/src/shared/utils/__tests__/getNodeForCharacterOffset-test.js}","{File getNodeForCharacterOffset-test.js at packages/react-dom/src/client/utils/__tests__/getNodeForCharacterOffset-test.js})","","FP",False,"",160,""
"","MOVE","{File setInnerHTML-test.js at packages/react-dom/src/shared/utils/__tests__/setInnerHTML-test.js}","{File setInnerHTML-test.js at packages/react-dom/src/client/utils/__tests__/setInnerHTML-test.js})","","FP",False,"",187,""
"","MOVE","{File getEventCharCode.js at packages/react-dom/src/shared/utils/getEventCharCode.js}","{File getEventCharCode.js at packages/react-dom/src/client/utils/getEventCharCode.js})","","FP",False,"",98,""
"","MOVE","{File getEventKey.js at packages/react-dom/src/shared/utils/getEventKey.js}","{File getEventKey.js at packages/react-dom/src/client/utils/getEventKey.js})","","FP",False,"",165,""
"","MOVE","{File getEventModifierState.js at packages/react-dom/src/shared/utils/getEventModifierState.js}","{File getEventModifierState.js at packages/react-dom/src/client/utils/getEventModifierState.js})","","FP",False,"",134,""
"","MOVE","{File getEventTarget.js at packages/react-dom/src/shared/utils/getEventTarget.js}","{File getEventTarget.js at packages/react-dom/src/client/utils/getEventTarget.js})","","FP",False,"",179,""
"","MOVE","{File getNodeForCharacterOffset.js at packages/react-dom/src/shared/utils/getNodeForCharacterOffset.js}","{File getNodeForCharacterOffset.js at packages/react-dom/src/client/utils/getNodeForCharacterOffset.js})","","FP",False,"",183,""
"","MOVE","{File getTextContentAccessor.js at packages/react-dom/src/shared/utils/getTextContentAccessor.js}","{File getTextContentAccessor.js at packages/react-dom/src/client/utils/getTextContentAccessor.js})","","FP",False,"",191,""
"","MOVE","{File isEventSupported.js at packages/react-dom/src/shared/utils/isEventSupported.js}","{File isEventSupported.js at packages/react-dom/src/client/utils/isEventSupported.js})","","FP",False,"",128,""
"","MOVE","{File validateDOMNesting.js at packages/react-dom/src/shared/validateDOMNesting.js}","{File validateDOMNesting.js at packages/react-dom/src/client/utils/validateDOMNesting.js})","","FP",False,"",163,""
"","MOVE","{File warnValidStyle.js at packages/react-dom/src/shared/warnValidStyle.js}","{File warnValidStyle.js at packages/react-dom/src/shared/utils/warnValidStyle.js})","","FP",False,"",95,""
"","MOVE","{File ReactDOMIframe-test.js at packages/react-dom/src/shared/wrappers/__tests__/ReactDOMIframe-test.js}","{File ReactDOMIframe-test.js at packages/react-dom/src/__tests__/ReactDOMIframe-test.js})","","FP",False,"",105,""
