"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldCreateWithInitialCapacityAndLoadFactor() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:71}","{Method createWithInitialCapacityAndLoadFactor() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:71}","-68","-68"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldRemoveKeyAndValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:268}","{Method removeKeyAndValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:268}","-265","-265"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldPutNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:147}","{Method putNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:147}","-144","-144"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldPutAll() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:376}","{Method putAll() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:416}","-373","-413"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldContainValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:348}","{Method containsValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:388}","-345","-385"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldGetKeySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:401}","{Method keySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:441}","-398","-438"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldReplaceOnDoublePut() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:131}","{Method replaceOnDoublePut() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:131}","-128","-128"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldRemoveViaEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:454}","{Method removeViaEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:494}","-451","-491"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldPutIfAbsent() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:247}","{Method putIfAbsent() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:247}","-244","-244"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldRemoveWhenKeyIsInMap() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:358}","{Method removeWhenKeyIsInMap() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:398}","-355","-395"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldPutNullKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:138}","{Method putNullKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:138}","-135","-135"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldNeedPositiveLoadFactor() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:104}","{Method positiveLoadFactor() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:104}","-101","-101"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldNeedNonNegativeInitialCapacity() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:97}","{Method nonNegativeInitialCapacity() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:97}","-94","-94"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldCreateWithDefaults() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:55}","{Method createWithDefaults() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:55}","-52","-52"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldPurgeOnPut() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:231}","{Method purgeOnPut() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:231}","-228","-228"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldGetWithNoItems() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:159}","{Method getWithNoItems() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:159}","-156","-156"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldReplaceNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:313}","{Method replaceNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:313}","-310","-310"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldContainKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:338}","{Method containsKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:378}","-335","-375"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldCreateWithInitialCapacity() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:63}","{Method createWithInitialCapacity() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:63}","-60","-60"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldPutIfAbsentWithNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:254}","{Method putIfAbsentWithNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:254}","-251","-251"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldResize() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:186}","{Method resize() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:186}","-183","-183"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldNeedPositiveConcurrencyLevel() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:111}","{Method positiveConcurrencyLevel() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:111}","-108","-108"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldPutIfAbsentWithNullKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:261}","{Method putIfAbsentWithNullKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:261}","-258","-258"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldGetEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:428}","{Method getEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:468}","-425","-465"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldCreateFullyCustom() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:87}","{Method createFullyCustom() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:87}","-84","-84"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldClear() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:389}","{Method clear() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:429}","-386","-426"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldGetValues() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:413}","{Method valuesCollection() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:453}","-410","-450"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldPurgeOnGet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:216}","{Method purgeOnGet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:216}","-213","-213"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldSetViaEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:470}","{Method setViaEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:510}","-467","-507"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldGetEntrySetFollowingNext() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:440}","{Method getEntrySetFollowingNext() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:480}","-437","-477"
"12dd75815867def5c6d29be656ae67a0bf493235","RENAME","{Method shouldGetFollowingNexts() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:172}","{Method getFollowingNexts() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:172}","-169","-169"
"5aec2392614e557255114137ed143c2264a8d1d7"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldGetWithNoItems() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:159}","{Method getWithNoItems() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:159}","-156","-156"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldCreateWithInitialCapacityAndConcurrentLevel() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:79}","{Method createWithInitialCapacityAndConcurrentLevel() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:79}","-76","-76"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldReplaceOnDoublePut() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:131}","{Method replaceOnDoublePut() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:131}","-128","-128"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldReplaceOldValueWithNewValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:288}","{Method replaceOldValueWithNewValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:288}","-285","-285"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldSetViaEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:470}","{Method setViaEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:510}","-467","-507"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldPutAndGet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:118}","{Method putAndGet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:118}","-115","-115"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldCreateWithInitialCapacity() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:63}","{Method createWithInitialCapacity() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:63}","-60","-60"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldPurgeOnGet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:216}","{Method purgeOnGet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:216}","-213","-213"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldRemoveViaEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:454}","{Method removeViaEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:494}","-451","-491"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldRemoveKeyAndValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:268}","{Method removeKeyAndValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:268}","-265","-265"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldNeedPositiveLoadFactor() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:104}","{Method positiveLoadFactor() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:104}","-101","-101"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldPutIfAbsentWithNullKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:261}","{Method putIfAbsentWithNullKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:261}","-258","-258"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldSupportIsEmpty() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:329}","{Method isEmpty() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:369}","-326","-366"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldPutAll() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:376}","{Method putAll() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:416}","-373","-413"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldGetEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:428}","{Method getEntrySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:468}","-425","-465"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldCreateFullyCustom() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:87}","{Method createFullyCustom() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:87}","-84","-84"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldPutIfAbsent() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:247}","{Method putIfAbsent() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:247}","-244","-244"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldPutIfAbsentWithNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:254}","{Method putIfAbsentWithNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:254}","-251","-251"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldGetKeySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:401}","{Method keySet() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:441}","-398","-438"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldGetSize() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:320}","{Method size() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:360}","-317","-357"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldResize() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:186}","{Method resize() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:186}","-183","-183"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldReplaceOldNullValueWithNewValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:297}","{Method replaceOldNullValueWithNewValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:297}","-294","-294"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldClear() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:389}","{Method clear() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:429}","-386","-426"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldCreateWithDefaults() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:55}","{Method createWithDefaults() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:55}","-52","-52"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldCreateWithInitialCapacityAndLoadFactor() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:71}","{Method createWithInitialCapacityAndLoadFactor() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:71}","-68","-68"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldGetFollowingNexts() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:172}","{Method getFollowingNexts() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:172}","-169","-169"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldNeedPositiveConcurrencyLevel() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:111}","{Method positiveConcurrencyLevel() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:111}","-108","-108"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldGetEntrySetFollowingNext() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:440}","{Method getEntrySetFollowingNext() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:480}","-437","-477"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldReplaceNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:313}","{Method replaceNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:313}","-310","-310"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldPutNullKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:138}","{Method putNullKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:138}","-135","-135"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldRemoveWhenKeyIsInMap() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:358}","{Method removeWhenKeyIsInMap() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:398}","-355","-395"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldPurgeOnPut() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:231}","{Method purgeOnPut() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:231}","-228","-228"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldRemoveKeyAndValueWithExistingNull() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:278}","{Method removeKeyAndValueWithExistingNull() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:278}","-275","-275"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldGetValues() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:413}","{Method valuesCollection() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:453}","-410","-450"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldApplySupplementalHash() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:164}","{Method applySupplementalHash() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:164}","-161","-161"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldReplaceValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:306}","{Method replaceValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:306}","-303","-303"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldContainKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:338}","{Method containsKey() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:378}","-335","-375"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldContainValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:348}","{Method containsValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:388}","-345","-385"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldRemoveWhenKeyIsNotInMap() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:369}","{Method removeWhenKeyIsNotInMap() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:409}","-366","-406"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldNeedNonNegativeInitialCapacity() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:97}","{Method nonNegativeInitialCapacity() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:97}","-94","-94"
"0552cdb7ed390b239e2de2e13c7142f10d9c0c82","RENAME","{Method shouldPutNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:147}","{Method putNullValue() at spring-core/src/test/java/org/springframework/util/ConcurrentReferenceHashMapTests.java:147}","-144","-144"
"721c40b5c5deb3cc538053d5c1c20496adcc7389","RENAME","{Method validateVersion(String, DefaultApiVersionStrategy) at spring-web/src/test/java/org/springframework/web/accept/DefaultApiVersionStrategiesTests.java:124}","{Method testValidate(String, DefaultApiVersionStrategy) at spring-web/src/test/java/org/springframework/web/accept/DefaultApiVersionStrategiesTests.java:131}","-121","-128"
"721c40b5c5deb3cc538053d5c1c20496adcc7389","RENAME","{Method validateVersion(String, DefaultApiVersionStrategy) at spring-webflux/src/test/java/org/springframework/web/reactive/accept/DefaultApiVersionStrategiesTests.java:124}","{Method testValidate(String, DefaultApiVersionStrategy) at spring-webflux/src/test/java/org/springframework/web/reactive/accept/DefaultApiVersionStrategiesTests.java:131}","-121","-128"
"7555d0e4891661092dbd0f8376e72bff30b1c3e6"
"d0ff8f92438136e69825e68f146ab1feecd6a465"
"e4f8ae033864128f38464658c71e20bb169f2db1"
"ba39385cced0ac3981f9e320b38fb09bbe4a82d3"
"e735c2d9c580b5ca62446740ede1e4c28958246d"
"3cb498fa98a351e089e9f5b7298a19084e52da00"
